_Date	_Time	_Notes	_Run Type	Battle Date	Armor Shards	Basic	Black Hole Damage	Boss	Cannon Shards	Cash earned	Cash From Golden Tower	Cells Earned	Chain Lightning Damage	Coins earned	Coins Fetched	Coins From Black Hole	Coins from Blackhole	Coins from Coin Bonuses	Coins from Coin Upgrade	Coins From Death Wave	Coins From Golden Tower	Coins From Orb	Coins from Orbs	Coins From Spotlight	Coins per hour	Coins Stolen	Commander	Commanders	Common Modules	Core Shards	Damage	Damage dealt	Damage Gain From Berserk	Damage Taken	Damage Taken Wall	Damage Taken While Berserked	Death Defy	Death Ray Damage	Death Wave Damage	Destroyed by Death Ray	Destroyed by Land Mine	Destroyed By Orbs	Destroyed by Thorns	Destroyed in Golden Bot	Destroyed in Spotlight	Enemies Hit by Orbs	Fast	Flame Bot Damage	Free Attack Upgrade	Free Defense Upgrade	Free Utility Upgrade	Game Time	Gem Blocks Tapped	Gems	Generator Shards	Golden Bot Coins Earned	Guardian catches	Guardian coins stolen	HP From Death Wave	Inner Land Mine Damage	Interest earned	Killed By	Land Mine Damage	Land Mines Spawned	Lifesteal	Medals	Orb Damage	Orb Hits	Overcharge	Overcharges	Projectiles Count	Projectiles Damage	Protector	Ranged	Rare Modules	Rays	Real Time	Recovery Packages	Rend Armor Damage	Reroll Shards	Reroll Shards Earned	Saboteur	Saboteurs	Scatters	Smart Missile Damage	Summoned enemies	Swamp Damage	Tagged by Deathwave	Tank	Thorn damage	Thunder Bot Stuns	Tier	Total Elites	Total Enemies	Vampires	Wave	Waves Skipped
2025-10-30	12:37:00		farm	Oct 30, 2025 12:37	33	588860	28.13D	752	30	$3.04B	$1.44B	185.42K	0	11.51T	28.77B	192.07B		10.11T	576.78B	21.68B	548.08B	0		0	903.21B		0		2	42	0	250.06D	x8.00	8.00q	205.78q	181.55Q	0	0	443.09Q	0	50120	1398525	82304	96714	0	1.40M	335474	0	967	677	668	2d 14h 47m 50s	8	2	36	10.19B		0	0.00	6.17s	$20.35M	Scatter	418.65s	490129	1.31T	4	216.25D		0		26.78M	506.89s	1477	288508	1	3224	12h 44m 28s	6008	448.75s	700	19.70K	0		3283	2.26s	90.20K	21.81S	305202	318261	5.69D	0	11	9736	1632238	3229	9742	2257
2025-10-29	23:48:00		farm	Oct 29, 2025 23:48	39	592478	31.35D	755	33	$28.93B	$19.03B	191.76K	0	11.00T	25.92B	186.60B		9.65T	552.69B	21.21B	531.86B	0		0	870.00B		0		3	24	0	278.21D	x8.00	1.94q	214.40q	189.28Q	0	0	178.71Q	0	53731	1404160	81059	96360	0	1.41M	338906	0	967	1100	701	2d 13h 59m 24s	10	18	33	9.74B		0	0.00	2.55s	$20.45M	Ray	408.56s	493625	1.31T	6	240.56D		0		27.84M	504.95s	1472	291574	1	3203	12h 38m 31s	5999	448.30s	600	17.10K	0		3269	1.01s	89.76K	10.08S	311916	319974	6.31D	0	11	9806	1643257	3334	9765	2244
2025-10-29	10:26:00		farm	Oct 29, 2025 10:26	42	595060	41.96D	751	24	$32.45B	$21.46B	194.61K	478.50M	11.82T	24.01B	201.64B		10.36T	609.82B	23.04B	574.62B	0		0	871.68B		0		5	33	0	362.13D	x8.00	13.55q	236.40q	208.61Q	2	0	108.26Q	0	38123	1426231	85746	97115	0	1.43M	341467	0	967	1100	709	2d 15h 17m 22s	5	20	42	10.38B		0	0.00	1.83s	$20.58M	Scatter	376.62s	502029	1.31T	10	311.98D		0		28.09M	468.02s	1470	293728	0	3245	13h 33m 26s	6088	415.49s	660	20.47K	0		3362	723.55Q	90.32K	7.92S	318712	322369	8.19D	0	11	9903	1655365	3296	9831	2260
2025-10-28	21:04:00		tournament	Oct 28, 2025 21:04	0	49150	26.61s	154	0	$309.09M	$244.93M	1.14K	237.51s	8.59B	0	269.29M		7.60B	232.41M	17.15M	432.79M	0		0	4.36B		0		0	0	7.70Q	753.54s	x8.00	748.92T	1.67q	6.82q	0	5.72s	1.70Q	4161	2778	46983	49	4237	0	47.09K	10342	0	543	479	601	7h 53m 5s	2	0	0	15.01M		0	0.00	13.46Q	$2.45M	Fast	81.77Q	23576	1.31T	0	462.56s		0		616.79K	15.22s	179	7474	0	41	1h 58m 16s	740	11.02s	0	3.20K	0		50	45.96Q	0	0	5416	10662	5.78s	0	11	131	79592	40	930	3
2025-10-28	17:39:00		farm	Oct 28, 2025 17:39	36	595518	45.86D	762	42	$48.30B	$31.98B	195.50K	418.37Q	11.89T	28.78B	203.14B		10.41T	614.26B	23.37B	579.25B	0		0	892.65B		0		4	27	0	389.02D	x8.00	10.53q	229.23q	202.14Q	1	0	762.15Q	0	42530	1399194	84760	105530	210163	1.40M	341281	0	811	862	680	2d 17h 36m 47s	5	3	24	11.76B		0	0.00	15.19s	$20.63M	Scatter	2.33S	500492	0	0	334.60D		0		27.93M	3.20S	1469	293191	1	3291	13h 19m 6s	6109	2.83S	560	20.48K	0		3321	3.11s	90.52K	0	319746	323051	8.57D	0	11	9936	1655704	3324	9865	2278
2025-10-28	05:13:00		farm	Oct 28, 2025 05:13	24	589589	29.95D	751	6	$13.12B	$8.11B	180.67K	0	11.66T	26.51B	198.14B		10.22T	598.71B	22.67B	564.33B	0		0	886.98B		0		4	21	0	253.31D	x8.00	12.15q	211.77q	187.01Q	2	0	2.72s	0	48969	1362361	86104	103412	172396	1.36M	335022	0	580	699	731	2d 16h 47m 53s	8	17	30	10.89B		0	0.00	31.50s	$20.39M	Scatter	2.27S	490379	0	10	217.72D		0		26.83M	3.26S	1473	288337	0	3089	13h 8m 45s	6078	2.87S	660	20.30K	0		3326	6.18s	89.45K	0	313576	316178	5.65D	0	11	9743	1631179	3328	9728	2231
2025-10-27	16:03:00		farm	Oct 27, 2025 16:03	33	549613	2.53D	703	30	$14.25B	$8.32B	164.12K	0	10.80T	26.84B	183.38B		9.46T	555.84B	21.08B	522.41B	0		0	893.59B		0		1	18	0	21.85D	x8.00	8.48q	98.56q	87.03Q	0	0	442.87Q	0	48855	1247156	76475	93558	156536	1.25M	304851	0	968	1100	707	2d 11h 55m 32s	4	1	24	10.17B		0	0.00	8.92s	$18.98M	Scatter	2.07S	447566	0	8	18.84D		0		24.45M	2.85S	1357	260601	0	2874	12h 5m 7s	5621	2.51S	640	18.59K	0		2980	2.13s	82.48K	0	289415	288021	482.54N	0	11	8727	1494954	2873	9081	2101
2025-10-27	03:37:00		farm	Oct 27, 2025 03:37	24	375131	20.66N	469	24	$5.87B	$3.40B	103.76K	0	6.94T	16.30B	103.35B		6.19T	305.38B	12.11B	295.35B	0		0	854.29B		0		0	24	0	172.67N	x8.00	7.70q	169.77q	149.62Q	0	0	250.07Q	0	5496	804377	44251	58177	0	804.75K	169505	0	614	839	663	1d 15h 2m 59s	6	19	24	5.60B		0	0.00	8.09s	$12.75M	Scatter	145.35s	276930	0	2	148.05N		0		17.87M	260.90s	912	143413	0	1604	8h 7m 33s	3830	230.12s	598	10.17K	0		1532	417.13Q	55.40K	0	178808	164813	3.96N	0	12	4679	901146	1543	6096	1406
2025-10-26	19:14:00		farm	Oct 26, 2025 19:14	39	593818	38.09D	757	48	$37.13B	$24.47B	184.32K	0	12.02T	26.86B	204.35B		10.53T	619.93B	23.54B	582.88B	0		0	923.76B		0		4	27	0	320.48D	x8.00	7.43q	226.54q	199.82Q	0	0	436.66Q	0	43270	1382756	83987	105174	0	1.38M	338620	0	602	619	711	2d 17h 17m 25s	9	8	33	11.39B		0	0.00	5.10s	$20.52M	Scatter	373.88s	496706	0	5	275.23D		0		27.72M	519.86s	1488	291275	2	3222	13h 0m 47s	6088	458.58s	680	17.50K	0		3326	1.18s	89.16K	18.11S	326253	319465	7.16D	0	11	9840	1645350	3292	9804	2256
2025-10-26	04:37:00		farm	Oct 26, 2025 04:37	27	576999	53.35D	747	15	$59.82B	$39.61B	189.59K	839.21M	11.64T	27.39B	196.07B		10.23T	573.04B	23.81B	559.28B	0		0	885.05B		0		2	27	0	324.45D	x8.00	9.57q	219.16q	193.49Q	1	0	369.75Q	0	46148	1235187	83546	118748	0	1.24M	328091	0	968	1168	710	2d 17h 6m 34s	8	12	9	12.32B		0	0.00	6.14s	$20.48M	Scatter	521.15s	481382	0	5	263.78D		0		30.55M	585.44s	1471	282823	0	3246	13h 9m 0s	6041	514.80s	540	20.17K	0		3290	894.35Q	89.00K	16.62S	352352	309456	7.32D	0	11	9833	1598776	3297	9805	2273
2025-10-25	15:37:00		tournament	Oct 25, 2025 15:37	0	74443	41.77s	142	0	$629.32M	$535.60M	923	1.76s	35.20B	0	1.19B		30.61B	791.78M	123.17M	2.31B	0		0	19.40B		0		0	0	0	368.81s	x8.00	823.63T	1.38q	9.87q	0	83.23s	1.35Q	6605	7479	38266	380	6674	0	38.34K	15620	0	528	491	605	7h 15m 29s	2	0	0	64.45M		0	0.00	16.15Q	$2.32M	Basic	256.19Q	34574	0	0	212.12s		0		1.42M	23.05s	155	11126	0	31	1h 48m 52s	692	18.93s	0	1.55K	0		36	1.47Q	10.19K	0	21549	15884	6.61s	0	11	95	118545	28	854	0
2025-10-25	10:42:00		farm	Oct 25, 2025 10:42	30	579602	52.24D	755	21	$33.56B	$22.48B	183.12K	0	12.13T	28.10B	206.60B		10.63T	620.57B	24.95B	590.95B	0		0	926.92B		0		0	48	0	304.48D	x8.00	10.10q	216.11q	190.76Q	1	0	1.31s	0	62252	1207211	84527	117202	205295	1.21M	328470	0	581	610	702	2d 17h 40m 36s	6	20	21	12.82B		0	0.00	50.13s	$20.47M	Scatter	3.20S	475593	0	10	245.14D		0		30.20M	3.62S	1467	281264	1	3193	13h 5m 28s	6054	3.18S	700	18.27K	0		3281	9.34s	88.96K	0	349822	309378	7.10D	0	11	9769	1599921	3295	9781	2252
2025-10-24	21:40:00		farm	Oct 24, 2025 21:40	27	558980	36.17D	740	21	$3.90B	$1.90B	184.06K	0	11.30T	28.36B	192.38B		9.90T	576.97B	23.07B	548.58B	0		0	877.12B		0		0	24	0	238.78D	x8.00	3.46q	199.35q	175.98Q	0	0	3.60s	0	49860	1149424	83628	113358	181218	1.15M	312910	0	700	623	696	2d 15h 41m 19s	6	0	33	11.43B		0	0.00	46.72s	$20.37M	Ray	3.16S	461258	19.31T	0	197.34D		0		29.50M	3.33S	1484	269454	2	3191	12h 52m 51s	5996	2.93S	520	19.05K	0		3259	8.52s	88.52K	0	335932	296113	5.27D	0	11	9669	1537612	3219	9735	2244
2025-10-24	08:46:00		farm	Oct 24, 2025 08:46	27	568402	32.31D	743	48	$67.86B	$46.86B	179.86K	8.82S	11.37T	26.07B	196.34B		9.95T	586.94B	23.71B	560.79B	0		0	886.37B		0		5	27	0	211.56D	x8.00	11.78q	256.54q	184.89Q	2	0	1.46s	0	43580	1182839	83471	115246	169560	1.18M	318550	0	703	910	767	2d 15h 49m 6s	10	20	30	12.21B		0	0.00	55.75s	$20.29M	Scatter	4.32S	471977	19.31T	10	173.99D		0		29.27M	4.63S	1441	273982	1	3176	12h 49m 48s	5939	4.10S	620	19.20K	0		3296	7.06s	87.28K	0	341904	302456	5.26D	0	11	9710	1565320	3238	9678	2218
2025-10-23	17:37:00		farm	Oct 23, 2025 17:37	21	548634	7.75D	720	33	$10.56B	$6.68B	176.10K	3.16S	11.29T	27.23B	192.13B		9.89T	579.70B	23.24B	548.10B	0		0	918.40B		0		5	24	0	50.83D	x8.00	9.83q	178.54q	117.07Q	4	0	735.03Q	0	61464	1096739	76675	109676	161341	1.10M	302351	0	956	1109	713	2d 11h 49m 52s	6	1	36	11.85B		0	0.00	18.04s	$19.52M	Scatter	4.10S	444405	19.31T	5	41.89D		0		27.78M	4.24S	1410	261816	0	2956	12h 17m 23s	5738	3.76S	520	17.37K	0		3090	3.53s	84.00K	0	328115	287329	1.19D	0	11	9149	1495476	3103	9322	2143
2025-10-23	04:49:00		farm	Oct 23, 2025 04:49	21	333030	1.99N	422	9	$1.85B	$896.88M	81.27K	400.79s	5.84T	13.89B	88.06B		5.20T	263.91B	10.84B	250.10B	0		0	813.58B		0		0	6	0	12.76N	x8.00	7.96q	92.64q	60.69Q	3	1.57s	171.17Q	11527	5931	627657	34983	55922	0	628.00K	139960	0	644	624	712	1d 11h 2m 18s	6	19	6	5.15B		0	0.00	8.38s	$11.50M	Scatter	162.94s	236026	19.31T	5	10.45N		0		17.52M	267.73s	830	117964	0	1215	7h 10m 33s	3408	237.71s	368	9.83K	0		1239	327.97Q	49.47K	0	167512	137550	316.65O	0	12	3711	767944	1257	5482	1253
2025-10-22	15:11:00		tournament	Oct 22, 2025 15:11	0	48433	1.79s	135	0	$346.16M	$282.32M	594	59.53s	13.60B	0	454.80M		12.02B	334.13M	25.21M	702.51M	0		0	7.94B		0		0	0	0	93.89s	x8.00	1.19q	1.41q	6.82q	0	3.47s	200.52q	467	1435	10437	187	5816	0	29.95K	9803	0	511	444	555	6h 51m 13s	2	0	0	28.79M		0	0.00	6.70Q	$2.20M	Fast	40.72Q	23121	19.17T	0	24.17s		0		1.31M	3.56s	150	6843	0	25	1h 42m 48s	657	2.61s	0	2.09K	0		27	6.36Q	9.57K	0	8457	9709	1.31s	0	11	81	75964	29	815	4
2025-10-22	12:22:00		farm		27	560924	16.52D	734	21	$16.13B	$10.42B	179.41K	53.08s	11.54T	27.07B	195.88B		10.12T	591.04B	23.62B	557.65B	0		0	918.99B		0		4	36	0	109.61D	x8.00	10.61q	227.39q	149.13Q	3	4.23N	258.56Q	256	42680	1184398	82080	112491	0	1184895	314746	0	998	1069	720	2d 14h 7m 11s	5	0	18	12.09B		0	0.00	7.20s	$19.67M	Scatter	459.97s	465027	13.84T	1	90.54D		0		29.60M	528.57s	1419	270711	0	3077	12h 33m 34s	5833	465.44s	680	18.16K	0		3221	1.22s	85.88K	14.57S	336053	298211	2.54D	0	11	9441	1543769	3143	9521	2181
2025-10-22	00:30:00		farm	Oct 22, 2025 00:30	21	557966	13.31D	723	30	$12.81B	$8.07B	175.71K	0	11.52T	26.98B	196.53B		10.09T	593.93B	23.68B	561.76B	0		0	935.89B		0		3	24	0	82.52D	x8.00	1.36q	197.94q	129.94Q	0	0	250.26Q	0	44829	1172625	79175	110830	0	1.17M	311270	0	998	1049	731	2d 12h 46m 6s	10	20	21	11.81B		0	0.00	6.91s	$19.48M	Ray	458.55s	460028	13.84T	9	67.35D		0		29.38M	513.86s	1409	266755	0	3047	12h 18m 27s	5828	453.12s	600	16.70K	0		3104	1.07s	85.04K	14.40S	336022	293562	1.85D	0	11	9323	1525463	3172	9447	2178
2025-10-21	11:46:00		farm	Oct 21, 2025 11:46	33	556120	12.76D	731	42	$21.02B	$14.02B	175.69K	0	10.98T	26.14B	189.50B		9.60T	566.30B	22.99B	542.02B	0		0	884.18B		0		3	30	0	82.01D	x8.00	5.87q	205.11q	134.48Q	0	0	332.78Q	0	53997	1152610	83015	112497	0	1.15M	309533	0	612	577	702	2d 13h 55m 7s	8	10	24	12.17B		0	0.00	33.14s	$19.51M	Scatter	472.58s	453904	13.84T	3	67.33D		0		29.03M	534.51s	1408	265415	2	3075	12h 24m 49s	5902	470.25s	560	18.71K	0		3135	1.06s	84.40K	0	334874	292828	1.92D	0	11	9336	1520184	3126	9461	2177
2025-10-20	23:19:00		farm	Oct 20, 2025 23:19	18	531686	15.70D	732	24	$65.24B	$44.28B	176.32K	6.25S	11.00T	30.41B	189.38B		9.62T	573.81B	22.70B	541.55B	0		0	903.10B		0		1	21	0	98.85D	x8.00	9.85q	222.23q	145.60Q	2	122.54N	3.02s	55498	40445	1057803	78726	106399	164513	1.06M	300238	0	570	622	715	2d 12h 14m 57s	10	10	33	11.58B		12.56B	0.00	33.60s	$19.62M	Scatter	3.96S	443551	13.84T	7	80.58D		0		28.61M	4.55S	1420	258381	1	3064	12h 11m 6s	5870	4.04S	760	18.94K	0		3144	5.88s	0	0	317699	283737	2.44D	0	11	9419	1470843	3211	9520	2195
2025-10-20	09:15:00		farm	Oct 20, 2025 09:15	24	523509	14.30D	731	27	$17.17B	$11.34B	178.43K	28.30s	10.88T	26.87B	185.40B		9.53T	558.57B	22.52B	529.76B	0		0	861.49B		0		4	21	0	88.36D	x8.00	8.18q	220.92q	145.09Q	2	0	228.32Q	0	36875	1108861	83898	107943	0	1.11M	293823	0	951	1008	762	2d 14h 34m 53s	6	15	27	11.45B		12.19B	0.00	29.81s	$19.61M	Scatter	429.45s	436233	13.73T	9	71.90D		0		29.29M	518.75s	1416	251800	1	3136	12h 38m 0s	5894	456.97s	680	16.26K	0		3102	1.14s	0	0	319992	277025	2.16D	0	11	9363	1442302	3125	9490	2171
2025-10-19	20:34:00		farm	Oct 19, 2025 20:34	15	520604	10.09D	711	27	$6.44B	$3.73B	170.31K	0	10.97T	27.60B	187.86B		9.60T	565.36B	22.77B	536.57B	0		0	917.43B		0		0	33	0	61.71D	x8.00	6.31q	194.97q	128.05Q	1	0	1.92s	0	45107	1099367	79796	106432	162248	1.10M	291668	0	998	1200	793	2d 10h 49m 34s	10	5	27	11.95B		12.98B	0.00	36.77s	$19.24M	Scatter	2.66S	430033	13.73T	1	50.10D		0		29.10M	2.97S	1395	251228	1	3002	11h 57m 43s	5771	2.62S	620	14.06K	0		3077	6.02s	0	0	317134	274614	1.52D	0	11	9113	1431995	3034	9327	2145
2025-10-19	08:10:00		farm	Oct 19, 2025 08:10	48	527884	17.83D	729	36	$13.47B	$8.42B	175.69K	0	9.22T	23.46B	159.09B		8.08T	465.47B	19.41B	448.10B	0		0	670.96B		0		5	39	0	106.78D	x8.00	8.14q	219.35q	142.16Q	1	0	255.23Q	0	36852	1118304	81093	108781	0	1.12M	299297	0	998	1124	810	2d 15h 22m 26s	7	20	27	10.15B		9.90B	0.00	6.55s	$19.57M	Scatter	421.36s	442633	13.73T	10	86.50D		0		29.31M	523.19s	1412	257248	0	3098	13h 44m 36s	5800	460.17s	580	17.15K	0		3087	1.04s	0	16.25S	316571	283043	2.45D	0	11	9392	1463287	3207	9486	2181
2025-10-18	18:40:00		farm	Oct 18, 2025 18:40	0	111555	149.83s	142	0	$3.80B	$2.49B	6.51K	0	208.38B	463.36M	3.32B		195.00B	2.21B	395.45M	6.49B	0		0	68.80B		0		0	3	0	958.11s	x8.00	683.00T	1.59q	38.41q	0	0	8.88Q	0	5034	108027	1013	12754	0	108.15K	28393	0	753	601	743	12h 6m 54s	3	0	6	198.12M		678.33M	0.00	77.23Q	$3.86M	Fast	664.33Q	59133	13.73T	0	768.01s		0		3.90M	28.06s	268	22286	0	128	3h 1m 43s	1134	24.40s	46	3.53K	0		108	8.68Q	0	0	40558	29754	11.45s	0	12	347	195938	111	1882	439
2025-10-18	15:10:00		milestone	Oct 18, 2025 15:10	0	10874	726.25S	38	0	$32.07M	$18.13M	385	223.28Q	13.48B	0	173.71M		12.78B	143.35M	20.82M	334.92M	0		0	17.94B		0		0	0	51.11s	4.04O	x8.00	1.52q	298.13T	23.20q	3	388.24S	372.81q	1184	0	12956	108	1297	0	16.48K	2175	0	226	210	263	3h 0m 20s	1	0	0	7.78M		0	0.00	662.72q	$773.52K	Scatter	7.28Q	5136	6.40T	0	2.84O		0		1.13M	31.74S	55	1430	0	2	45m 5s	163	609.09Q	0	917	0		3	135.74q	0	0	3285	2132	56.91S	0	15	8	16772	3	400	90
2025-10-18	13:11:00		tournament	Oct 18, 2025 13:11	0	51224	164.39s	159	0	$414.72M	$340.06M	831	877.01s	13.35B	0	442.76M		11.79B	339.39M	24.44M	695.53M	0		0	6.58B		0		0	0	14.93Q	1.37S	x8.00	13.71q	1.06q	17.87q	0	179.87s	1.43Q	2398	3581	1951	161	4812	0	24.80K	10520	0	624	497	688	8h 6m 56s	2	0	0	26.26M		0	1.79T	34.48Q	$2.56M	Ranged	344.30Q	24606	0	0	67.62s		0		1.10M	57.81s	177	8157	0	37	2h 1m 45s	788	38.33s	0	2.55K	0		48	7.50Q	0	0	8068	11137	22.05s	0	11	122	82936	37	965	4
2025-10-18	10:01:00		farm	Oct 18, 2025 10:01	48	653521	2.77aa	924	42	$7.68B	$4.42B	212.60K	158.27s	12.42T	30.29B	243.74B		10.65T	732.97B	29.47B	693.88B	0		0	757.82B		0		4	36	0	16.70aa	x8.00	5.51q	223.90q	146.99Q	0	0	952.00Q	0	95372	1381313	107196	131502	227889	1.38M	401456	0	645	727	777	3d 8h 7m 25s	8	20	36	14.32B		14.12B	0.00	48.48s	$24.55M	Scatter	3.44S	562825	0	10	13.51aa		0		34.93M	3.72S	1799	347354	2	4033	16h 23m 27s	7365	3.27S	624	18.16K	0		4268	7.45s	0	0	437189	377619	414.35D	0	10	12454	1911195	4153	11916	2754
2025-10-17	17:35:00		farm	Oct 17, 2025 17:35	27	489538	977.82N	665	33	$68.84B	$45.55B	153.81K	0	9.94T	25.71B	169.03B		8.70T	511.54B	20.61B	482.20B	0		0	853.35B		0		1	18	0	5.79D	x8.00	4.80q	94.18q	61.75Q	0	935.36M	85.42Q	64	33672	1012357	69077	90221	0	1.01M	267064	0	652	641	778	2d 9h 43m 59s	10	0	42	9.42B		12.85B	0.00	1.62s	$18.01M	Scatter	352.03s	400018	0	0	4.68D		0		26.65M	426.99s	1299	228675	1	2656	11h 38m 40s	5424	375.64s	720	16.85K	0		2769	258.56Q	0	4.12S	296380	252205	135.43N	0	11	8202	1322709	2777	8746	2024
2025-10-17	08:50:00		farm	Oct 17, 2025 08:50	21	329458	9.10N	443	27	$23.01B	$15.52B	93.39K	5.39s	6.37T	16.57B	95.23B		5.67T	286.49B	11.79B	270.22B	0		0	815.91B		0		4	15	0	53.25N	x8.00	5.55q	159.28q	104.43Q	0	0	106.26Q	0	4762	653359	37509	54245	0	653.72K	144865	0	581	585	740	1d 12h 47m 52s	4	20	39	5.53B		9.95B	0.00	2.18s	$11.93M	Scatter	133.40s	241338	180.06B	10	42.79N		0		19.02M	222.12s	864	123075	0	1409	7h 48m 11s	3556	195.83s	184	9.69K	0		1373	361.27Q	0	5.33S	173593	142716	1.36N	0	12	4219	783558	1437	5803	1350
2025-10-16	21:56:00		farm	Oct 16, 2025 21:56	30	326196	6.01N	442	27	$13.69B	$9.06B	89.32K	73.39s	5.88T	15.35B	88.23B		5.24T	261.14B	10.95B	245.71B	0		0	772.02B		0		1	12	0	35.32N	x8.00	11.99q	159.75q	104.42Q	4	0	146.54Q	0	4887	646311	36178	55280	0	646.65K	142540	0	597	567	737	1d 12h 26m 54s	9	0	15	5.19B		7.98B	0.00	2.10s	$11.82M	Scatter	135.20s	238232	0	0	28.41N		0		18.92M	214.42s	840	121257	1	1362	7h 36m 39s	3469	189.51s	506	11.24K	0		1405	311.56Q	0	7.58S	171003	140020	901.10O	0	12	4138	773391	1371	5721	1311
2025-10-16	13:44:00		farm	Oct 16, 2025 13:44	42	514810	7.98D	721	30	$7.50B	$4.42B	171.80K	1.41S	10.74T	27.00B	181.81B		9.41T	549.71B	22.12B	519.63B	0		0	875.70B		0		4	30	0	49.27D	x8.00	5.40q	204.06q	134.04Q	0	0	547.96Q	0	36512	1070185	73608	96275	0	1.07M	286700	0	714	750	787	2d 13h 7m 41s	5	20	27	10.49B		13.72B	0.00	34.57s	$19.17M	Scatter	536.23s	425741	200.26T	10	40.06D		0		28.06M	655.33s	1385	246675	1	2974	12h 15m 40s	5764	581.93s	700	15.68K	0		2965	1.45s	0	0	311909	272093	1.22D	0	11	9037	1411132	3098	9305	2150
2025-10-16	01:35:00		farm	Oct 16, 2025 01:35	0	81591	119.50S	183	0	$2.04B	$1.79B	8.84K	8.70s	145.60B	0	3.55B		129.06B	3.30B	440.15M	8.71B	0		0	37.94B		0		0	0	5.75s	719.62S	x8.00	36.21q	6.86q	758.22q	59	0	15.16Q	0	120	133816	4622	10548	0	133.99K	21449	0	658	825	867	17h 43m 0s	1	0	0	215.81M		0	0.00	23.15Q	$4.91M	Scatter	554.37Q	45693	200.26T	0	582.32S		0		6.39M	5.06S	275	16858	0	156	3h 50m 16s	1463	97.55s	0	3.16K	0		166	7.32Q	0	0	32071	22131	12.72S	0	13	478	147821	156	1834	0
2025-10-15	21:33:00		farm	Oct 15, 2025 21:33	0	35239	163.29s	84	0	$345.81M	$288.43M	940	1.52s	65.32B	0	1.58B		57.42B	2.81B	194.35M	3.08B	0		0	33.72B		0		0	0	18.49Q	1.06S	x8.00	51.86T	165.01T	4.18q	0	0	2.63Q	0	74	47519	273	3819	0	47.60K	7225	0	576	590	653	8h 19m 11s	1	0	0	89.91M		0	0.00	1.71Q	$2.27M	Scatter	71.01Q	17526	6.42T	0	860.95s		0		2.11M	23.91s	121	5529	0	17	1h 56m 12s	694	12.35s	0	1.51K	0		21	940.15q	0	0	12288	7640	8.58s	0	13	56	56504	18	850	0
2025-10-15	19:23:00		farm	Oct 15, 2025 19:23	48	646830	1.73aa	899	45	$24.62B	$15.51B	208.45K	1.42S	12.09T	31.04B	237.68B		10.36T	721.27B	28.79B	676.04B	0		0	769.14B		0		3	45	0	10.39aa	x8.00	7.03q	214.90q	141.10Q	1	0	388.26Q	0	102414	1346448	93286	124637	0	1.35M	395421	0	578	711	795	3d 6h 52m 5s	9	20	39	13.25B		13.83B	0.00	8.79s	$24.25M	Scatter	791.98s	550414	6.42T	10	8.42aa		0		34.16M	897.07s	1770	342062	2	4002	15h 43m 12s	7168	794.71s	528	18.53K	0		3980	1.82s	0	35.46S	428702	372687	240.16D	0	10	12160	1877965	4178	11792	2741
2025-10-15	03:56:00		farm	Oct 15, 2025 03:56	0	39002	10.91s	652	0	$318.83M	$242.99M	763	280.79s	6.99B	0	219.00M		6.19B	185.47M	12.81M	350.62M	0		0	3.69B		0		0	0	7.11Q	477.13s	x8.00	574.98T	1.07q	4.33q	0	5.80s	822.51q	133	3492	13905	101	3720	0	15.94K	12763	0	581	491	614	7h 34m 55s	3	0	0	11.90M		0	0.00	12.12Q	$2.40M	Boss	64.39Q	22377	6.42T	0	128.67s		0		507.93K	32.27s	521	8935	0	33	1h 53m 43s	771	9.87s	0	6.41K	0		34	27.97Q	0	0	5187	13275	18.59s	0	11	100	76268	33	902	4
2025-10-15	01:54:00		farm	Oct 15, 2025 01:54	0	37771	11.40s	590	0	$188.79M	$154.69M	691	220.07s	16.96B	0	401.56M		15.50B	334.39M	21.44M	646.75M	0		0	9.23B		0		0	0	1.33Q	334.32s	x8.00	364.26T	1.13q	4.36q	0	14.49s	1.78Q	339	3557	5945	76	3474	0	7.15K	12253	0	555	526	644	7h 21m 4s	2	0	0	21.30M		0	1.38T	10.01Q	$2.31M	Ranged	62.10Q	21500	5.69T	0	55.28s		0		474.85K	21.08s	509	8403	0	31	1h 50m 16s	700	7.60s	0	6.20K	0		33	8.71Q	0	0	6303	12459	11.92s	0	11	96	73071	32	870	0
2025-10-14	17:39:00		farm		12	117525	1.49N	190	0	$11.18B	$7.69B	25.69K	0	1.67T	3.92B			1.54T	45.19B	2.37B	52.35B			0					0	12	0	4.86N	x8.00	5.10q	26.40q	14.91Q	2	0	5.79Q	0	9	225327	6895				39120	0	1038	1200	784	14h 6m 59s	3	0	12	1.06B			0.00	75.34Q	$4.52M	Scatter	845.19Q	73169	5.69T	0	3.25N				8.23M	17.45s	333	31873	0	250	3h 4m 0s	1347	15.33s	196	4.76K			213	6.77Q		0		40546	121.18O	0	14	692	236284	229	2192	504
